Product Category,Current Stock,Previous Month Sales,Average Weekly Sales,Current Selling Price,Competitor Price,Customer Rating,Festival Season,Predicted Demand
Grocery,279,323,81.11,4.57,4.84,4.7,No,364
Sports & Outdoors,91,306,75.87,143.46,155.51,4.5,No,385
Grocery,330,399,103.22,7.23,6.54,4.9,No,477
Electronics,178,216,52.35,516.31,547.78,2.8,No,263
Electronics,170,68,14.09,343.23,374.42,4.1,No,136
Beauty & Personal Care,338,17,7.33,22.1,20.63,3.1,No,91
Home & Kitchen,424,233,59.29,85.71,88.0,3.8,No,245
Home & Kitchen,173,159,40.55,12.42,12.69,3.8,Yes,272
Fashion,142,33,6.15,128.8,135.16,3.6,No,84
Fashion,565,109,25.46,101.26,100.79,4.5,No,190
Home & Kitchen,505,433,102.58,91.39,91.96,2.3,No,448
Beauty & Personal Care,58,217,57.93,32.26,33.07,2.3,No,247
Beauty & Personal Care,5,225,53.6,9.88,10.01,5.0,Yes,354
Home & Kitchen,215,439,114.61,48.86,48.04,5.0,No,517
Beauty & Personal Care,242,474,117.12,63.35,67.62,3.8,Yes,578
Home & Kitchen,413,378,90.15,56.51,55.11,3.4,No,408
Home & Kitchen,248,98,21.01,128.24,127.27,3.9,No,135
Electronics,377,407,103.59,1106.64,1175.93,4.4,No,468
Grocery,39,457,116.47,23.36,21.57,4.4,No,526
Fashion,58,90,23.26,103.23,98.91,5.0,Yes,244
Electronics,389,291,70.7,579.53,524.88,3.6,No,319
Home & Kitchen,533,87,21.56,16.61,17.58,4.2,Yes,244
Fashion,445,34,12.51,69.24,63.3,3.4,No,96
Home & Kitchen,315,223,56.11,119.17,108.41,3.0,No,251
Grocery,355,408,95.18,7.54,7.92,4.0,No,467
Home & Kitchen,190,125,29.09,136.68,135.9,4.3,Yes,264
Electronics,424,71,23.21,848.65,927.19,3.0,Yes,203
Grocery,523,140,37.59,1.88,1.73,4.2,Yes,246
Sports & Outdoors,350,25,9.97,121.68,111.54,4.5,No,90
Electronics,287,145,35.61,1112.66,1144.42,4.1,No,203
Home & Kitchen,189,151,35.37,74.89,81.77,3.1,No,198
Beauty & Personal Care,266,17,2.66,52.25,56.12,3.2,No,71
Sports & Outdoors,437,240,62.27,187.11,181.29,2.7,No,283
Sports & Outdoors,448,382,98.54,229.19,218.98,3.5,No,406
Sports & Outdoors,232,101,24.59,84.96,85.99,3.6,No,138
Electronics,465,483,123.92,284.05,301.24,4.5,No,545
Grocery,53,193,50.35,9.09,8.85,4.0,Yes,346
Electronics,205,400,104.09,580.37,551.62,3.2,Yes,494
Beauty & Personal Care,344,314,79.89,36.24,35.8,3.8,No,353
Sports & Outdoors,140,265,66.27,91.56,83.05,4.2,No,339
Fashion,453,158,36.23,99.87,107.57,4.9,No,230
Electronics,434,283,68.59,871.99,845.7,4.4,Yes,395
Sports & Outdoors,260,253,58.47,108.46,112.37,4.3,No,302
Fashion,470,32,6.46,50.77,47.94,3.7,No,77
Electronics,539,490,124.78,260.0,277.49,4.4,No,563
Electronics,361,148,37.88,1084.5,1177.36,3.6,Yes,285
Beauty & Personal Care,86,110,27.33,18.32,16.98,2.6,No,130
Electronics,292,240,58.7,1071.48,1057.78,4.3,Yes,339
Fashion,72,52,11.72,42.55,46.34,3.4,Yes,160
Fashion,219,251,62.93,121.83,123.63,4.5,No,294
Electronics,539,394,101.08,399.62,406.35,2.8,No,426
Beauty & Personal Care,181,130,33.89,12.75,13.04,3.6,No,190
Beauty & Personal Care,397,91,17.41,23.9,24.93,4.3,No,150
Sports & Outdoors,327,440,109.71,40.07,41.12,4.6,No,496
Home & Kitchen,504,45,11.96,50.77,47.67,5.0,Yes,187
Electronics,530,200,53.11,456.26,452.36,2.9,No,231
Beauty & Personal Care,71,91,22.72,58.14,53.61,4.3,No,170
Sports & Outdoors,92,249,62.4,74.57,80.17,2.9,No,283
Home & Kitchen,235,490,124.42,194.74,190.35,4.3,No,554
Grocery,212,353,84.15,5.07,5.14,4.4,No,412
Fashion,557,15,2.42,128.4,140.35,4.7,No,78
Sports & Outdoors,176,301,75.9,36.83,33.61,4.3,No,334
Beauty & Personal Care,400,201,56.4,37.85,40.9,4.4,No,255
Electronics,164,83,18.34,944.62,1008.28,4.6,No,171
Home & Kitchen,369,56,14.74,112.92,109.02,4.0,No,100
Grocery,515,158,38.09,15.46,15.67,4.0,Yes,267
Sports & Outdoors,296,374,94.76,185.23,192.67,4.3,No,424
Home & Kitchen,61,459,121.03,82.01,89.05,3.3,No,489
Electronics,58,237,57.39,682.05,685.89,3.0,No,262
Fashion,530,165,43.26,140.58,152.04,2.1,No,186
Grocery,580,123,25.45,11.95,10.78,3.2,Yes,236
Fashion,265,161,40.37,40.15,43.58,3.3,No,210
Sports & Outdoors,147,475,116.44,142.38,145.28,3.5,No,496
Sports & Outdoors,529,328,83.91,203.34,204.91,3.2,No,356
Electronics,503,234,60.23,623.25,631.2,2.7,Yes,339
Sports & Outdoors,580,122,33.11,48.1,49.87,4.3,No,179
Fashion,395,57,14.82,87.86,81.69,4.1,No,104
Home & Kitchen,557,391,96.67,43.54,44.5,3.3,No,418
Beauty & Personal Care,180,138,34.48,38.82,37.47,3.2,No,183
Sports & Outdoors,312,383,96.69,91.35,91.66,3.2,No,431
Home & Kitchen,513,301,78.05,177.0,193.35,4.9,No,385
Sports & Outdoors,191,228,58.94,103.05,96.25,3.6,No,282
Sports & Outdoors,556,163,40.12,27.14,29.83,3.7,No,225
Grocery,551,471,115.29,16.38,17.0,4.7,No,543
Sports & Outdoors,29,206,56.77,94.31,92.08,4.4,No,265
Sports & Outdoors,115,464,116.8,34.44,34.6,4.0,No,521
Home & Kitchen,486,497,123.77,44.35,45.65,4.9,No,561
Sports & Outdoors,37,48,14.8,61.01,64.83,3.6,No,109
Grocery,557,382,101.97,11.26,11.56,3.9,No,447
Sports & Outdoors,66,328,87.27,50.1,48.78,5.0,No,380
Grocery,40,383,102.32,9.07,8.24,4.0,No,428
Home & Kitchen,153,343,87.4,196.74,191.76,3.7,No,403
Sports & Outdoors,72,279,71.23,190.42,206.71,3.1,No,308
Beauty & Personal Care,578,142,31.55,35.61,32.06,4.5,No,206
Fashion,167,351,92.67,38.95,35.16,3.7,No,397
Home & Kitchen,117,172,44.75,21.02,21.37,4.6,No,229
Sports & Outdoors,84,26,10.39,237.4,231.6,3.4,No,66
Beauty & Personal Care,229,98,24.2,62.45,61.37,3.3,No,139
Grocery,575,451,112.32,11.58,10.7,4.1,No,517
Home & Kitchen,293,26,7.02,56.59,54.94,4.7,Yes,182
Beauty & Personal Care,538,35,10.21,37.56,36.7,3.7,No,69
Grocery,292,317,72.56,22.55,21.37,3.9,No,340
Beauty & Personal Care,31,200,52.9,48.6,47.65,4.4,No,253
Sports & Outdoors,261,359,94.03,72.6,75.72,5.0,No,428
Home & Kitchen,410,71,20.82,163.13,155.3,3.2,No,126
Beauty & Personal Care,403,386,99.97,13.11,13.11,3.6,Yes,509
Home & Kitchen,303,202,53.85,40.03,36.2,3.7,No,240
Grocery,399,65,18.69,2.52,2.69,4.3,No,115
Beauty & Personal Care,86,214,55.09,25.1,24.31,3.4,No,271
Home & Kitchen,554,325,79.9,25.62,24.74,4.8,No,355
Grocery,528,450,106.58,16.72,18.28,3.1,No,484
Electronics,227,31,8.14,1151.28,1185.93,3.2,No,96
Grocery,171,116,25.24,7.12,6.93,5.0,No,205
Home & Kitchen,108,288,76.46,99.5,98.69,2.9,No,334
Sports & Outdoors,48,207,53.35,143.12,144.68,4.2,No,271
Grocery,304,328,82.25,19.13,19.63,3.3,No,361
Fashion,384,97,19.62,72.26,68.53,2.8,No,131
Beauty & Personal Care,137,56,20.5,11.93,11.91,3.2,No,101
Grocery,399,120,31.57,20.67,21.2,5.0,Yes,244
Fashion,301,358,88.99,139.19,126.44,3.6,Yes,457
Electronics,453,444,116.76,720.09,744.09,3.9,No,501
Grocery,159,471,115.0,21.53,22.07,4.2,No,517
Electronics,126,298,73.15,339.29,347.9,4.0,No,341
Grocery,284,94,21.38,6.55,6.72,3.5,No,132
Sports & Outdoors,561,102,20.8,26.19,26.57,4.0,No,172
Grocery,434,194,50.41,7.49,7.91,3.4,No,233
Sports & Outdoors,546,311,82.98,148.16,141.39,3.9,Yes,419
Home & Kitchen,324,306,76.43,159.89,148.46,4.1,No,355
Home & Kitchen,276,164,38.04,195.55,213.04,1.1,No,180
Beauty & Personal Care,67,80,28.42,52.37,48.92,3.6,No,157
Grocery,155,465,112.54,5.21,5.34,4.4,No,535
Grocery,166,31,6.71,18.0,19.03,4.9,No,99
Fashion,278,158,39.26,140.61,144.16,3.6,Yes,273
Beauty & Personal Care,366,345,83.97,68.41,71.55,4.9,No,389
Home & Kitchen,580,446,108.24,38.53,35.13,3.5,No,499
Electronics,564,120,31.52,1116.8,1222.59,3.6,No,240
Grocery,40,48,11.56,6.96,6.68,4.1,No,121
Beauty & Personal Care,289,202,46.05,60.96,64.79,4.0,No,268
Home & Kitchen,302,235,57.47,53.59,50.2,2.5,No,263
Fashion,244,357,93.02,137.19,145.15,3.8,No,409
Fashion,433,282,68.67,65.32,68.52,4.4,No,324
Beauty & Personal Care,81,449,118.0,44.42,40.53,4.9,No,512
Fashion,288,271,62.12,42.69,44.49,4.7,Yes,370
Sports & Outdoors,331,353,91.01,228.45,224.64,3.2,No,371
Fashion,85,121,26.06,96.21,89.72,3.3,No,159
Home & Kitchen,43,62,17.13,194.15,202.14,3.3,Yes,176
Home & Kitchen,320,416,104.28,142.99,152.37,4.5,No,488
Electronics,309,273,68.67,909.45,831.36,4.7,No,315
Grocery,528,31,10.06,18.16,17.83,5.0,Yes,168
Home & Kitchen,515,419,104.03,24.86,22.98,3.7,No,465
Sports & Outdoors,199,146,37.85,36.99,34.79,3.0,No,191
Sports & Outdoors,245,60,17.18,174.48,185.17,3.0,No,121
Fashion,149,486,124.15,71.88,77.52,4.3,Yes,602
Electronics,62,372,95.48,1074.23,1177.47,4.5,No,466
Grocery,454,69,19.19,17.25,18.63,3.1,Yes,211
Electronics,457,72,19.21,558.41,577.23,4.2,No,156
Home & Kitchen,100,336,86.58,194.26,188.1,4.1,No,397
Fashion,566,319,83.55,98.6,105.44,3.6,No,355
Electronics,424,191,47.47,215.34,232.46,4.1,Yes,326
Grocery,250,110,28.01,2.46,2.45,2.5,No,136
Grocery,7,126,32.23,12.51,13.5,4.0,No,172
Sports & Outdoors,589,400,98.48,53.63,51.31,3.8,No,461
Sports & Outdoors,102,392,99.7,136.06,142.3,3.6,Yes,514
Sports & Outdoors,467,247,65.78,241.27,247.39,4.2,No,309
Electronics,147,304,74.71,1084.08,1173.34,3.6,No,391
Fashion,519,250,66.18,109.58,103.54,4.8,No,333
Sports & Outdoors,274,174,53.45,24.38,25.97,4.4,No,244
Fashion,414,482,118.33,62.91,68.62,3.6,Yes,600
Sports & Outdoors,491,149,38.8,72.82,78.31,3.0,Yes,258
Home & Kitchen,566,94,21.19,111.85,115.46,3.4,No,144
Sports & Outdoors,173,175,46.61,218.46,215.77,3.8,No,236
Sports & Outdoors,170,17,2.52,37.72,41.33,5.0,No,89
Home & Kitchen,504,18,7.57,64.24,61.64,4.5,No,73
Fashion,544,195,47.8,123.36,127.34,4.0,No,222
Grocery,365,91,26.57,3.97,3.68,3.9,No,185
Grocery,252,445,115.28,18.39,16.86,5.0,No,529
Home & Kitchen,486,384,93.45,48.72,44.15,4.0,No,422
Fashion,206,182,45.66,90.27,81.88,2.9,Yes,309
Grocery,38,199,54.65,24.01,25.2,5.0,No,273
Beauty & Personal Care,34,130,33.6,33.4,35.55,2.6,No,170
Electronics,81,312,82.32,984.16,936.23,4.1,No,326
Fashion,113,480,118.17,123.16,122.54,3.9,No,547
Home & Kitchen,530,382,95.86,148.04,160.26,3.8,No,404
Grocery,316,87,21.46,18.44,17.52,3.6,Yes,196
Beauty & Personal Care,527,171,44.11,42.87,43.5,3.6,Yes,304
Beauty & Personal Care,25,358,88.38,12.4,12.09,3.7,No,401
Beauty & Personal Care,362,260,70.13,69.15,71.5,4.7,No,304
Grocery,594,400,101.95,18.3,17.81,3.7,No,441
Electronics,356,232,56.43,1163.25,1192.86,3.8,Yes,375
Grocery,381,24,4.07,7.1,6.4,3.5,No,90
Sports & Outdoors,573,272,69.81,67.04,60.35,3.2,No,303
Beauty & Personal Care,262,255,62.18,33.38,33.09,3.7,Yes,356
Electronics,133,493,122.58,321.02,324.06,4.1,No,503
Home & Kitchen,55,494,127.55,168.18,176.62,4.1,Yes,604
Grocery,326,192,43.29,2.22,2.24,4.8,No,253
Fashion,401,373,89.52,143.19,146.15,3.8,No,425
Grocery,47,31,10.05,17.09,16.12,4.4,No,108
Sports & Outdoors,299,155,46.62,51.33,48.32,4.9,No,218
Beauty & Personal Care,228,401,99.38,40.46,37.2,4.2,No,458
Home & Kitchen,468,82,22.87,152.81,149.35,4.2,No,118
Grocery,531,322,73.81,7.32,7.19,4.2,No,362
Electronics,267,90,27.23,430.05,409.38,1.8,No,97
Sports & Outdoors,344,342,89.53,72.22,77.75,3.7,No,387
Beauty & Personal Care,282,223,53.0,39.14,40.91,2.8,Yes,334
Fashion,198,473,117.53,111.88,121.72,4.5,No,549
Electronics,239,32,8.22,788.92,851.68,2.7,Yes,147
Beauty & Personal Care,118,461,116.73,76.02,78.52,4.2,No,494
Beauty & Personal Care,306,158,39.38,23.65,22.53,3.4,No,208
Electronics,568,419,107.73,419.53,414.86,4.4,No,483
Fashion,394,316,83.27,39.43,39.75,2.7,No,323
Fashion,226,371,94.76,101.16,102.48,3.5,No,403
Grocery,392,74,17.25,2.55,2.38,3.4,No,103
Sports & Outdoors,379,380,90.82,42.68,39.19,4.8,No,423
Fashion,464,208,54.14,62.28,65.67,3.6,No,284
Electronics,92,41,8.92,1180.9,1152.46,4.9,No,102
Sports & Outdoors,194,485,117.13,120.56,125.07,3.8,Yes,632
Grocery,123,103,25.53,7.23,7.01,3.2,Yes,186
Beauty & Personal Care,229,174,45.6,53.24,57.73,3.5,No,212
Sports & Outdoors,555,453,109.87,181.18,165.61,3.9,No,457
Grocery,301,46,10.01,11.81,12.84,5.0,No,118
Fashion,88,462,115.62,58.36,57.46,3.1,No,483
Fashion,381,399,100.03,142.8,139.69,3.8,Yes,504
Beauty & Personal Care,498,87,21.57,51.88,51.07,3.4,Yes,217
Fashion,568,188,45.21,134.55,135.14,3.7,No,229
Beauty & Personal Care,263,195,50.74,70.92,70.93,4.9,No,249
Electronics,539,279,64.03,243.07,237.55,4.7,No,325
Grocery,560,145,37.38,3.3,3.37,3.8,No,185
Fashion,145,316,78.88,136.81,140.37,3.3,No,344
Grocery,75,319,78.85,17.94,16.32,3.2,No,357
Electronics,245,409,98.3,1099.17,1183.57,5.0,No,501
Sports & Outdoors,401,354,89.4,198.09,200.55,2.3,No,408
Beauty & Personal Care,70,395,98.19,22.9,22.15,4.9,No,440
Beauty & Personal Care,503,312,83.12,58.73,62.95,5.0,No,389
Home & Kitchen,206,471,122.3,163.39,169.29,4.0,Yes,585
Home & Kitchen,217,160,40.39,105.22,102.46,3.7,Yes,286
Sports & Outdoors,265,66,20.85,53.37,57.98,4.3,No,125
Electronics,29,402,100.26,1006.48,1069.68,3.7,No,460
Fashion,167,72,19.35,48.09,50.38,4.1,No,129
Grocery,46,231,61.63,10.17,10.61,3.4,No,291
Beauty & Personal Care,98,248,63.23,75.12,81.54,3.4,No,283
Home & Kitchen,407,72,19.1,104.41,103.61,4.3,No,147
Sports & Outdoors,345,307,76.61,137.82,133.55,3.3,No,359
Electronics,342,142,34.23,751.42,824.85,3.5,Yes,289
Beauty & Personal Care,291,226,55.79,71.23,66.27,4.4,No,293
Beauty & Personal Care,33,335,82.88,50.47,54.21,4.5,No,390
Beauty & Personal Care,401,83,22.45,33.28,35.84,4.0,Yes,232
Fashion,235,350,89.07,63.58,58.02,3.7,No,394
Home & Kitchen,108,200,51.18,31.3,30.56,3.6,No,263
Sports & Outdoors,200,483,122.03,218.27,219.86,3.4,No,532
Grocery,193,470,115.28,15.81,17.08,3.2,No,495
Beauty & Personal Care,583,106,27.68,20.67,19.26,4.6,No,162
Beauty & Personal Care,495,421,109.59,44.66,46.53,4.8,No,486
Electronics,466,343,83.97,538.24,563.92,3.6,No,382
Electronics,270,329,81.61,911.11,931.52,4.7,No,400
Home & Kitchen,295,262,63.95,165.06,171.94,4.9,No,309
Electronics,127,325,82.98,998.29,949.79,2.6,No,346
Electronics,47,319,78.81,397.77,380.65,3.9,Yes,418
Sports & Outdoors,113,92,20.18,124.77,122.08,4.2,Yes,218
Beauty & Personal Care,562,265,69.5,77.95,84.86,3.4,No,338
Fashion,183,92,22.64,110.44,105.68,4.3,Yes,213
Beauty & Personal Care,273,381,95.01,53.17,56.88,3.2,No,425
Grocery,364,127,37.69,18.29,17.26,3.6,No,166
Grocery,80,138,34.45,11.57,10.95,3.7,Yes,255
Beauty & Personal Care,510,198,50.19,26.19,26.04,3.0,No,219
Sports & Outdoors,242,213,50.61,249.19,251.76,3.8,No,271
Grocery,494,251,63.89,5.79,6.01,4.0,No,313
Beauty & Personal Care,169,90,24.13,25.1,23.91,5.0,No,167
Sports & Outdoors,399,365,93.5,231.56,213.92,3.6,No,390
Fashion,165,165,39.25,108.73,118.33,4.8,No,239
Beauty & Personal Care,124,176,44.39,53.6,57.82,5.0,No,260
Grocery,587,176,40.89,22.88,24.97,2.7,Yes,265
Beauty & Personal Care,60,20,2.59,27.84,28.92,4.3,No,46
Electronics,91,49,18.07,536.07,566.3,4.4,Yes,196
Fashion,180,152,35.83,125.66,122.66,3.6,Yes,266
Electronics,329,294,75.1,1072.98,1103.97,3.9,No,358
Grocery,200,373,92.16,18.34,19.46,4.0,No,424
Home & Kitchen,414,71,14.65,185.61,171.33,4.7,No,103
Home & Kitchen,159,18,1.75,161.39,172.44,2.9,Yes,107
Grocery,269,129,33.62,10.12,10.02,3.3,Yes,240
Fashion,234,294,69.6,77.36,71.92,3.3,No,334
Electronics,102,425,105.64,777.67,757.07,3.3,No,461
Electronics,289,363,95.05,911.98,947.01,4.2,No,444
Grocery,67,135,33.16,24.24,23.55,4.3,Yes,267
Sports & Outdoors,186,81,17.19,141.13,127.7,3.3,No,104
Grocery,535,295,68.51,18.31,19.98,3.8,No,358
Sports & Outdoors,388,330,84.9,171.57,163.5,5.0,Yes,441
Sports & Outdoors,80,117,32.4,170.63,172.24,4.5,No,186
Home & Kitchen,184,388,96.53,183.12,185.78,3.2,No,423
Beauty & Personal Care,167,436,109.84,57.28,53.13,2.9,No,477
Beauty & Personal Care,44,318,82.19,33.67,35.47,5.0,No,376
Fashion,323,18,1.0,22.63,23.43,4.9,No,93
Electronics,372,130,32.02,956.49,935.31,4.7,No,179
Electronics,310,435,102.98,479.72,479.0,3.8,No,490
Fashion,564,394,94.16,57.3,56.36,3.9,Yes,490
Sports & Outdoors,354,288,76.12,100.35,107.54,3.8,No,362
Home & Kitchen,137,288,75.23,196.18,192.51,2.9,No,324
Fashion,388,120,21.55,70.39,70.46,3.8,No,159
Sports & Outdoors,545,49,13.47,95.26,91.63,3.2,Yes,175
Electronics,585,70,14.5,294.37,265.97,4.7,No,105
Beauty & Personal Care,345,390,96.76,15.59,14.19,4.2,No,446
Beauty & Personal Care,241,59,16.42,57.12,56.43,4.3,No,111
Electronics,333,383,92.96,604.42,627.37,2.6,No,438
Sports & Outdoors,115,201,52.63,40.28,36.56,3.6,No,251
Beauty & Personal Care,357,465,123.79,48.72,48.13,3.8,Yes,570
Grocery,456,380,91.95,4.75,5.2,5.0,Yes,532
Grocery,592,359,88.17,6.02,6.4,3.1,No,386
Electronics,512,269,72.57,492.46,503.65,4.4,Yes,392
Grocery,417,42,9.28,10.52,9.66,3.0,No,76
Electronics,229,133,29.66,985.57,1080.85,3.4,Yes,286
Home & Kitchen,401,335,82.06,177.39,172.2,3.9,Yes,449
Sports & Outdoors,34,16,6.91,38.15,38.61,3.0,Yes,137
Electronics,203,409,102.05,636.57,678.72,4.6,No,471
Beauty & Personal Care,294,47,8.02,41.98,39.76,3.7,No,96
Beauty & Personal Care,333,349,85.13,37.84,38.82,4.4,No,413
Grocery,434,353,90.7,23.84,22.11,3.3,No,406
Grocery,260,114,28.26,2.6,2.85,3.8,No,166
Beauty & Personal Care,422,300,75.72,9.01,9.24,3.5,No,337
Sports & Outdoors,331,472,116.72,113.63,117.14,5.0,No,531
Fashion,322,31,5.6,71.29,75.06,3.7,No,76
Beauty & Personal Care,304,380,93.15,64.14,60.79,3.3,No,401
Fashion,149,178,47.78,64.75,65.39,3.0,No,224
Fashion,269,129,31.92,29.98,31.48,4.5,No,196
Grocery,556,454,114.8,19.8,21.61,4.3,No,508
Beauty & Personal Care,209,296,75.12,12.55,12.87,3.9,Yes,400
Electronics,402,267,66.58,1108.4,1132.49,5.0,Yes,420
Sports & Outdoors,391,327,84.66,28.84,29.29,3.2,No,371
Home & Kitchen,426,360,92.15,108.45,97.85,3.3,No,395
Beauty & Personal Care,372,488,123.66,62.87,63.18,3.4,No,531
Home & Kitchen,330,420,100.09,77.1,82.14,4.8,Yes,532
Electronics,127,58,15.87,1047.23,1060.62,3.0,No,118
Home & Kitchen,190,144,35.77,167.89,174.9,4.0,No,201
Home & Kitchen,281,381,92.91,181.84,196.73,3.3,No,420
Fashion,319,74,20.83,16.31,15.88,4.5,No,148
Electronics,49,492,120.66,857.42,928.68,4.4,No,564
Beauty & Personal Care,281,106,22.9,48.25,49.83,3.8,Yes,217
Grocery,343,473,116.33,9.23,9.59,3.7,No,523
Beauty & Personal Care,397,137,32.13,62.65,68.03,3.6,No,195
Electronics,49,52,12.57,532.55,546.21,2.4,No,63
Grocery,50,392,98.73,12.36,11.58,5.0,No,438
Sports & Outdoors,75,68,19.54,138.6,126.54,5.0,No,122
Grocery,82,427,104.88,16.25,17.13,5.0,No,491
Home & Kitchen,113,315,75.97,105.03,111.34,4.9,No,375
Sports & Outdoors,344,470,115.4,31.68,30.61,3.1,No,504
Grocery,442,189,48.43,20.65,20.96,4.4,Yes,315
Home & Kitchen,188,449,111.3,148.91,157.25,4.3,No,482
Electronics,101,195,52.03,636.55,628.61,1.6,No,238
Grocery,45,498,125.55,18.56,19.45,3.7,No,544
Home & Kitchen,113,110,28.68,86.07,92.76,4.7,No,178
Sports & Outdoors,166,106,29.66,122.94,113.97,4.7,No,180
Home & Kitchen,361,452,108.88,101.24,96.54,2.8,Yes,529
Home & Kitchen,221,113,26.28,160.8,168.45,3.0,No,161
Home & Kitchen,585,203,48.74,37.42,36.16,5.0,No,274
Electronics,260,325,83.68,368.12,375.82,3.9,No,397
Home & Kitchen,459,361,89.46,190.18,191.82,4.7,Yes,475
Electronics,78,263,66.66,986.65,918.12,3.7,No,279
Sports & Outdoors,419,444,112.59,91.11,87.65,4.5,No,506
Sports & Outdoors,598,310,81.7,229.61,208.01,3.4,No,350
Sports & Outdoors,241,91,20.34,239.78,253.06,4.3,No,167
Beauty & Personal Care,541,477,119.69,68.69,69.03,3.1,Yes,580
Fashion,138,95,20.62,37.09,39.14,4.6,No,140
Grocery,23,411,101.7,21.61,22.64,5.0,No,461
Beauty & Personal Care,567,241,60.92,15.81,16.52,3.8,No,275
Grocery,134,251,64.02,9.5,8.55,4.3,No,301
Sports & Outdoors,365,484,125.86,215.29,216.83,4.7,No,534
Sports & Outdoors,407,465,117.89,242.34,257.42,4.5,Yes,589
Sports & Outdoors,463,472,116.89,94.22,99.11,4.9,No,526
Fashion,194,255,62.38,116.34,110.4,3.6,Yes,369
Home & Kitchen,483,63,18.74,105.01,113.18,2.7,No,101
Home & Kitchen,202,418,101.94,116.75,126.36,4.7,No,462
Home & Kitchen,45,143,35.47,190.93,195.23,5.0,Yes,282
Sports & Outdoors,341,206,45.92,222.78,235.6,3.4,No,258
Sports & Outdoors,563,396,100.45,200.64,218.8,3.8,No,463
Fashion,132,373,91.86,18.89,17.47,3.2,No,398
Fashion,150,158,41.75,67.55,72.73,4.0,Yes,274
Electronics,60,32,8.03,1022.3,1007.43,4.2,No,88
Grocery,452,166,44.27,10.2,9.61,3.9,No,212
Home & Kitchen,389,140,32.4,59.74,55.27,3.9,No,182
Grocery,149,466,111.35,17.42,17.83,4.5,No,519
Electronics,5,82,23.9,909.7,879.15,3.2,No,110
Grocery,280,454,111.64,3.06,2.87,4.1,No,517
Grocery,38,437,108.8,10.54,11.14,3.1,Yes,540
Beauty & Personal Care,200,154,40.45,37.05,40.51,3.3,No,212
Grocery,183,31,8.38,10.96,10.28,3.0,No,67
Sports & Outdoors,509,203,50.02,93.06,99.33,3.3,No,262
Sports & Outdoors,338,456,111.99,219.85,220.45,3.8,No,510
Grocery,577,458,118.59,4.17,4.15,3.8,No,477
Electronics,197,231,59.52,409.04,403.38,3.5,No,273
Grocery,223,72,23.83,20.6,20.58,3.9,Yes,202
Electronics,71,444,107.03,774.55,814.11,4.1,Yes,556
Beauty & Personal Care,248,222,60.8,36.49,35.0,4.1,No,281
Grocery,386,464,118.43,6.18,6.35,3.9,No,515
Beauty & Personal Care,566,107,26.75,57.77,54.99,3.8,No,167
Fashion,339,93,26.0,109.72,115.56,3.6,No,148
Home & Kitchen,259,431,103.36,105.28,99.97,4.7,No,492
Sports & Outdoors,452,150,37.5,172.33,164.78,4.5,No,203
Home & Kitchen,204,274,65.77,133.9,143.55,3.8,Yes,379
Fashion,560,253,63.44,129.72,118.3,4.6,No,318
Sports & Outdoors,351,262,66.74,144.9,152.91,3.1,Yes,359
Beauty & Personal Care,22,202,48.11,13.57,12.25,4.9,No,257
Fashion,129,137,41.51,29.08,31.39,4.4,No,204
Home & Kitchen,232,290,67.33,135.98,148.08,4.0,No,324
Home & Kitchen,434,18,1.0,150.93,146.8,4.4,No,68
Home & Kitchen,469,187,49.55,196.32,178.23,3.2,No,213
Home & Kitchen,294,452,110.79,170.2,183.76,3.5,Yes,562
Home & Kitchen,63,404,97.34,143.47,148.71,4.9,Yes,538
Home & Kitchen,130,479,120.29,28.86,30.9,5.0,No,539
Fashion,209,75,16.33,135.86,143.81,4.1,No,124
Beauty & Personal Care,320,450,109.56,29.93,30.94,3.8,No,494
Home & Kitchen,32,89,22.79,90.9,86.01,3.9,Yes,181
Grocery,474,129,32.29,14.35,13.83,4.5,No,199
Home & Kitchen,461,353,89.94,138.88,148.3,4.3,No,409
Grocery,23,284,73.26,8.46,8.02,3.0,No,339
Home & Kitchen,63,169,37.7,82.84,83.72,4.4,No,230
Fashion,451,197,54.84,40.55,38.84,3.9,No,261
Electronics,527,357,86.45,285.53,270.3,3.5,No,376
Grocery,257,71,18.19,2.01,1.96,4.2,No,132
Grocery,175,190,53.22,11.95,11.56,3.6,No,246
Fashion,460,98,23.69,139.11,146.84,4.1,Yes,241
Grocery,35,275,73.72,21.04,21.66,4.2,No,360
Home & Kitchen,112,197,45.14,23.0,24.63,4.3,Yes,327
Grocery,31,373,98.48,4.36,4.53,4.2,No,403
Sports & Outdoors,136,350,88.76,121.42,119.13,3.8,No,390
Beauty & Personal Care,446,48,1.09,20.6,21.56,5.0,No,104
Beauty & Personal Care,173,316,81.87,61.03,64.61,4.3,Yes,428
Sports & Outdoors,92,136,34.5,185.55,179.11,5.0,No,180
Fashion,24,267,64.14,34.83,33.83,3.7,No,306
Electronics,151,452,112.47,395.8,371.36,3.8,No,477
Sports & Outdoors,565,499,120.56,119.24,117.25,3.1,No,514
Home & Kitchen,353,47,13.66,55.07,59.19,4.8,No,116
Grocery,466,469,117.5,18.54,16.99,4.6,No,526
Beauty & Personal Care,175,396,101.64,47.7,45.92,3.3,Yes,524
Electronics,455,361,88.9,972.59,988.26,4.1,Yes,498
Beauty & Personal Care,469,304,71.87,70.36,68.36,4.5,No,365
Electronics,369,373,93.83,1008.41,984.19,3.8,No,395
